,index,Repo,commit_message,time,churn,insertions,deletions,files_changed
2613,21969,csc216-001-P3-029,b'Tested CategoryList; Implemented Observer methods and stuff (I think)\n\nWhile testing CategoryList I found and fixed an error in ArrayList.  I\nalso fixed CheckStyle errors.',1480299622,9,982,1283,9
2614,21970,csc216-001-P3-029,b'finished the gui implement... need to finish category update 2 test rest',1480292549,2,20,70,2
2615,21971,csc216-001-P3-029,b'Finished TaskEditPane for now ;)',1480277204,1,37,36,1
2616,21972,csc216-001-P3-029,b'updated gui to display correct format of panel and fields',1480264655,4,98,213,4
2617,21973,csc216-001-P3-029,b'Changed category constructor parameters to make Category tab correct',1480225213,5,7,15,5
2618,21974,csc216-001-P3-029,b'Modified code to add new TaskList',1480214783,2,9,14,2
2619,21975,csc216-001-P3-029,b'Implemented the GUI and got ToDoListGUI to run... need to implement more',1480203687,3,148,298,3
2620,21976,csc216-001-P3-029,b'Implemented CategoryList; Fixed CheckStyle error in LinkedList',1480192402,2,292,304,2
2621,21977,csc216-001-P3-029,b'Wrote basic tests on LinkedList and ArrayList and made corrections',1480149252,4,221,255,4
2622,21978,csc216-001-P3-029,b'Implemented ArrayList and LinkedList and wrote some of test for TaskList',1480128903,5,326,485,5
2623,21979,csc216-001-P3-029,b'Fully tested/JavaDoced Category and Task',1480040216,5,393,448,5
2624,21980,csc216-001-P3-029,b'Implemented more of ToDoList and TL',1479930959,2,185,254,2
2625,21981,csc216-001-P3-029,b'generated and commit javadoc',1479915380,95,11,22780,95
2626,21982,csc216-001-P3-029,b'added a todo tag to todoList to try to get rid of PMD bug',1479751325,1,1,1,1
2627,21983,csc216-001-P3-029,b'Gave better meaningful name to parameters',1479750896,1,1,1,1
2628,21984,csc216-001-P3-029,b'finished javadoc TTM and implemented a little',1479750545,1,18,91,1
2629,21985,csc216-001-P3-029,b'Javdoc and slightly commented TLPane',1479747766,1,2,23,1
2630,21986,csc216-001-P3-029,b'javadoc and implemented some of taskEditPane and added header to TLPane',1479747460,2,14,144,2
2631,21987,csc216-001-P3-029,b'Fixed java.util.ArrayList import to java.util.*',1479682204,1,3,1,1
2632,21988,csc216-001-P3-029,b'Finished Javadoc for all non-UI classes; Generated test cases',1479681377,14,692,1878,14
2633,21989,csc216-001-P3-029,b'Implemented and javadoc some of CategoryList',1479656729,2,25,150,2
2634,21990,csc216-001-P3-029,b'Finished javadoc and implementing some of task class',1479653881,2,115,148,2
2635,21991,csc216-001-P3-029,b'Finished javadoc and some coding of Category',1479648492,2,12,105,2
2636,21992,csc216-001-P3-029,b'JavaDoced ToDoList and implemented a few things; activated CheckStyle\n',1479250366,3,154,243,3
2637,21993,csc216-001-P3-029,b'Fixed Array/LinkedList and wrote Javadoc\n\n-changed Array/LinkedList to implement the custom List interface instead\nof extending AbstractList<Object>',1479233872,2,132,326,2
2638,21994,csc216-001-P3-029,b'Forgot to add TaskTableModel to TaskListPane',1479091400,1,0,1,1
2639,21995,csc216-001-P3-029,b'Finished implementing just code of skeleton... no javadoc or JUnit tests',1479089895,22,0,3163,22
2640,21996,csc216-001-P3-029,b'pushing Project3',1479049886,4,0,35,4
2641,21998,csc216-001-P3-030,b'finished BBTP',1480612734,1,0,0,1
2642,21999,csc216-001-P3-030,b'fixed javadoc',1480564672,74,74,74,74
2643,22000,csc216-001-P3-030,b'generated javadoc with peter and fixed some errors in javadoc',1480564477,80,2,17568,80
2644,22001,csc216-001-P3-030,b'Fixed our failing tests',1480564066,1,4,4,1
2645,22002,csc216-001-P3-030,b'Reverted to duplicate checking',1480563786,1,3,4,1
2646,22003,csc216-001-P3-030,b'Removed duplicate add from addTask',1480563713,1,1,1,1
2647,22004,csc216-001-P3-030,b'Removed duplicate check from LinkedList',1480563671,1,4,3,1
2648,22005,csc216-001-P3-030,b'Fixed task adding bug',1480563473,1,1,1,1
2649,22006,csc216-001-P3-030,b'Fixed Checkstyle and PMD errors',1480561392,1,3,0,1
2650,22007,csc216-001-P3-030,b'Reverted Category toString',1480561251,3,17,5,3
2651,22008,csc216-001-P3-030,b'Fixed category toString for GUI display',1480559723,4,2,2,4
2652,22009,csc216-001-P3-030,b'took out some unnessary calls',1480535999,1,2,2,1
2653,22010,csc216-001-P3-030,b'fixed bug in reading in files',1480528832,1,37,39,1
2654,22011,csc216-001-P3-030,b'implemented checkbox and completeddate functionality',1480524264,2,5,33,2
2655,22012,csc216-001-P3-030,b'making same change in Tasklist add',1480521025,1,0,1,1
2656,22013,csc216-001-P3-030,b'trying to fix not showing the removed task by removing the Task and ten\ncalling setchanged',1480520248,2,13,14,2
2657,22014,csc216-001-P3-030,b'fixed adding in new tasks and reading categories wrong. still need to\nfix: cannot delete a task cannot read in tasks properly selected a\ndifferent task does not update the fields',1480488933,2,6,46,2
2658,22015,csc216-001-P3-030,b'Fixed editing tasks in the Gui',1480482278,1,3,5,1
2659,22016,csc216-001-P3-030,b'Updated set methods for spinners',1480481475,2,6,20,2
2660,22017,csc216-001-P3-030,b'Update TaskTableModel and TaskListPane',1480480864,4,137,156,4
2661,22018,csc216-001-P3-030,b'fixed tasklistpane with peter',1480477691,3,13,41,3
2662,22019,csc216-001-P3-030,b'fixed task model so that adding a task would show up in the table',1480473961,2,7,10,2
2663,22020,csc216-001-P3-030,b'hopefully fixed error in adding tasks',1480448457,1,2,3,1
2664,22021,csc216-001-P3-030,b'partway finishing implementation of  getfields method',1480443365,1,7,43,1
2665,22022,csc216-001-P3-030,b'Worked on NPE in adding task through GUI',1480395874,1,1,2,1
2666,22023,csc216-001-P3-030,b'Fixed the enabling of add button for new Tasks',1480395376,1,3,3,1
2667,22024,csc216-001-P3-030,b'Made categories drop down populate',1480394282,1,1,4,1
2668,22025,csc216-001-P3-030,b'Implementing more of TaskEditPane',1480393575,1,33,50,1
2669,22026,csc216-001-P3-030,b'Made LinkedList recursive',1480381243,1,105,136,1
2670,22027,csc216-001-P3-030,b'added javadoc',1480362512,1,1,3,1
2671,22028,csc216-001-P3-030,b'added test cases for update methods',1480362386,4,11,35,4
2672,22029,csc216-001-P3-030,b'moving order of setting changed to false\n',1480360942,1,1,1,1
2673,22030,csc216-001-P3-030,b'trying again',1480360449,1,0,4,1
2674,22031,csc216-001-P3-030,b'chaneg setChage method',1480360265,1,2,2,1
2675,22032,csc216-001-P3-030,b'pushing what i got',1480357610,2,1,11,2
2676,22033,csc216-001-P3-030,b'fixing other remove method',1480356465,1,2,2,1
2677,22034,csc216-001-P3-030,b'trying to remove before the call the to setchanged',1480356351,1,1,3,1
2678,22035,csc216-001-P3-030,b'trying again',1480356128,1,25,30,1
2679,22036,csc216-001-P3-030,b'trying to fix categorylist',1480355932,1,6,11,1
2680,22037,csc216-001-P3-030,b'trying to fix error in todolist',1480355701,4,16,34,4
2681,22038,csc216-001-P3-030,b'did some initial error checking',1480316345,2,7,7,2
2682,22039,csc216-001-P3-030,b'fixed some findbugs errors',1480315509,3,2,27,3
2683,22040,csc216-001-P3-030,b'finished first draft implementation of the GUI',1480314358,3,21,83,3
2684,22041,csc216-001-P3-030,b'Started implementing TaskEditPane functionality',1480305503,1,28,70,1
2685,22042,csc216-001-P3-030,b'started implementing TaskEditPane',1480281365,2,8,47,2
2686,22043,csc216-001-P3-030,b'implemented TaskListPane and TaskTableModel',1480280039,2,36,76,2
2687,22044,csc216-001-P3-030,b'added another notify statemnet',1480277179,1,0,1,1
2688,22045,csc216-001-P3-030,b'trying to change what is notified',1480276750,1,2,2,1
2689,22046,csc216-001-P3-030,b'trying to add additional notify observers in update',1480276613,1,3,24,1
2690,22047,csc216-001-P3-030,b'trying adding notifyObservers(this); to the update statements',1480276258,2,1,5,2
2691,22048,csc216-001-P3-030,b'trying something',1480275221,1,0,2,1
2692,22049,csc216-001-P3-030,b'adding another notify statement',1480273849,1,0,5,1
2693,22050,csc216-001-P3-030,b'trying to revert',1480273486,1,5,5,1
2694,22051,csc216-001-P3-030,b'fixed order of notifying observers',1480272875,2,6,5,2
2695,22052,csc216-001-P3-030,b'switched order of notify observers',1480272465,1,2,2,1
2696,22053,csc216-001-P3-030,b'fixed error',1480271806,1,2,3,1
2697,22054,csc216-001-P3-030,b'switching order of adding observer first and then norifying observers',1480271296,2,3,4,2
2698,22055,csc216-001-P3-030,b'checking to see if it is if statements that are wrong',1480224685,2,5,4,2
2699,22056,csc216-001-P3-030,b'test push',1480224022,1,1,1,1
2700,22057,csc216-001-P3-030,b'test push',1480223993,1,1,1,1
2701,22058,csc216-001-P3-030,b'adding observer in creating Categories and Tasks',1480223934,3,4,7,3
2702,22059,csc216-001-P3-030,b'trying to notify whenever update is called',1480223508,1,3,3,1
2703,22060,csc216-001-P3-030,b'commented out infinite loop to see if error changed',1480223300,1,21,22,1
2704,22061,csc216-001-P3-030,b'switched order',1480223108,1,2,4,1
2705,22062,csc216-001-P3-030,b'trying again',1480222833,1,2,4,1
2706,22063,csc216-001-P3-030,b'fixed infinite loop',1480222504,1,2,2,1
2707,22064,csc216-001-P3-030,b'trying modifying constructor',1480222204,1,2,0,1
2708,22065,csc216-001-P3-030,b'fixed error',1480221203,1,1,1,1
2709,22066,csc216-001-P3-030,b'added for loop passing in Tasks/Categories',1480221168,1,1,6,1
2710,22067,csc216-001-P3-030,b'trying to fix class cast exception',1480220876,1,2,2,1
2711,22068,csc216-001-P3-030,b'trying to fix error by adding this as observer of categories ',1480220405,1,0,3,1
2712,22069,csc216-001-P3-030,b'Another attempt to fix update in TDL',1480197126,1,3,13,1
2713,22070,csc216-001-P3-030,b'Another attempt to fix update',1480196837,2,3,7,2
2714,22071,csc216-001-P3-030,b'Attempt to fix update failures',1480196416,2,41,40,2
2715,22072,csc216-001-P3-030,b'Added tests to get coverage in ToDoList and made changes to ToDoList',1480177878,3,4,67,3
2716,22073,csc216-001-P3-030,b'Working on update method in ToDoList',1480174572,1,37,40,1
2717,22074,csc216-001-P3-030,b'Set changed to true in ToDoList update',1480173916,1,1,1,1
2718,22075,csc216-001-P3-030,b'reverting',1480123367,1,11,8,1
2719,22076,csc216-001-P3-030,b'added to include other update methods',1480122874,1,0,11,1
2720,22077,csc216-001-P3-030,b'maybe now',1480122251,1,26,29,1
2721,22078,csc216-001-P3-030,b'maybe now',1480121930,1,11,16,1
2722,22079,csc216-001-P3-030,b'maybe fixed it now',1480121639,1,8,6,1
2723,22080,csc216-001-P3-030,b'fixed cast',1480121038,1,2,2,1
2724,22081,csc216-001-P3-030,b'test push',1480120694,1,1,1,1
2725,22082,csc216-001-P3-030,b'test push',1480120598,1,1,1,1
2726,22083,csc216-001-P3-030,b'test push',1480120549,1,1,1,1
2727,22084,csc216-001-P3-030,b'maybe fixed ToDoList.update',1480120169,1,1,15,1
2728,22085,csc216-001-P3-030,b'improved implementation of Update in ToDoList',1480119450,1,7,6,1
2729,22086,csc216-001-P3-030,b'implemetnd update for ToDoList',1480118869,4,4,15,4
2730,22087,csc216-001-P3-030,b'fixed comparison in update',1480117930,1,2,2,1
2731,22088,csc216-001-P3-030,b'comparing Task ids now in update',1480117859,1,1,1,1
2732,22089,csc216-001-P3-030,b'fixed more TS test cases (hopefully)',1480117607,2,11,12,2
2733,22090,csc216-001-P3-030,b'checking that we need anaddobserver method',1480117252,1,8,8,1
2734,22091,csc216-001-P3-030,b'implemented Tasklist.update()',1480117026,3,19,7,3
2735,22092,csc216-001-P3-030,b'removing uneccesary code and checking to make sure the method is still\nfunctional',1480116526,1,2,3,1
2736,22093,csc216-001-P3-030,b'trying again',1480116201,1,0,1,1
2737,22094,csc216-001-P3-030,b'changed equals to be category equals',1480115353,1,1,1,1
2738,22095,csc216-001-P3-030,b'trying again',1480062253,1,3,3,1
2739,22096,csc216-001-P3-030,b'trying again',1480061997,1,2,2,1
2740,22097,csc216-001-P3-030,b'trying again to implement update method',1480061808,1,2,2,1
2741,22098,csc216-001-P3-030,b'fixing infinite loop ',1480061556,1,1,1,1
2742,22099,csc216-001-P3-030,b'working on update method',1480061041,1,2,3,1
2743,22100,csc216-001-P3-030,b'working on CategoryList update method',1480060828,1,1,10,1
2744,22101,csc216-001-P3-030,b'fixed more TS test cases',1480059721,2,2,6,2
2745,22102,csc216-001-P3-030,b'fixed more TS test cases',1480058776,4,3,7,4
2746,22103,csc216-001-P3-030,b'fixed ToDoList Constructor',1480058207,4,1,4,4
2747,22104,csc216-001-P3-030,b'fixed some TS test cases',1480057721,3,1,5,3
2748,22105,csc216-001-P3-030,b'added test cases to ToDoList fixed bug in ToDoList',1480056937,3,1,64,3
2749,22106,csc216-001-P3-030,b'push with no findbugs pmd or checktyle errors',1480053998,1,1,2,1
2750,22107,csc216-001-P3-030,b'fixed all errors',1480053825,3,16,7,3
2751,22108,csc216-001-P3-030,b'fixing pmd errors',1480053359,2,5,7,2
2752,22109,csc216-001-P3-030,b'fixing more pmd errors',1480052680,2,2,9,2
2753,22110,csc216-001-P3-030,b'reducing pmd errors',1480052151,5,7,30,5
2754,22111,csc216-001-P3-030,b'added test cases for TaskList and fixed id appending in TaskList',1480049825,2,10,110,2
2755,22112,csc216-001-P3-030,b'Added tests for CategoryList and fixed bugs',1479862414,2,3,224,2
2756,22113,csc216-001-P3-030,b'Implemented addTaskList and removeTaskList',1479859502,1,1,29,1
2757,22114,csc216-001-P3-030,b'added some test code for TaskList modified some code in TaskList and\nupdated tests for Category and Task',1479836478,4,8,59,4
2758,22115,csc216-001-P3-030,b'fixed class names and updated test code to Category',1479833988,5,46,46,5
2759,22116,csc216-001-P3-030,b'updated Category constructor and fixed compilation errors',1479833064,4,8,10,4
2760,22117,csc216-001-P3-030,b'fixed checkstyle errors and added more javadoc',1479832277,8,6,36,8
2761,22118,csc216-001-P3-030,b'added some javadoc',1479831604,4,4,206,4
2762,22119,csc216-001-P3-030,b'added skeleton and some functionality to GUI classes',1479770056,3,3,335,3
2763,22120,csc216-001-P3-030,b'implemented most methods in ToDoList and Javadoced it',1479766115,1,7,95,1
2764,22121,csc216-001-P3-030,b'added methods and some functionality to ToDoList',1479712198,2,2,65,2
2765,22122,csc216-001-P3-030,b'fixed some errors and javadoced',1479710034,1,1,60,1
2766,22123,csc216-001-P3-030,b'implemented CategoryList and finished up TaskList. pair programmed with\nPeter',1479703468,3,14,190,3
2767,22124,csc216-001-P3-030,b'added functionality to Category and tasks as well as this list.',1479700420,4,14,36,4
2768,22125,csc216-001-P3-030,b'Implemented and tested LinkedList',1479700301,2,16,420,2
2769,22126,csc216-001-P3-030,b'implemented ArrayList and Testing it',1479694866,2,4,364,2
2770,22127,csc216-001-P3-030,b'added tests to Category and Task with complete coverage of existing\nimplementation. fixed some javadoc as well',1479688201,5,6,299,5
2771,22128,csc216-001-P3-030,b'added test classes implemented methods in Task TaskList and Category\njavadoced those classes',1479493457,11,4,682,11
2772,22129,csc216-001-P3-030,b'created all classes',1479475623,22,0,2226,22
2773,22130,csc216-001-P3-030,b'initial commit with peter',1479324125,4,0,35,4
2774,22132,csc216-001-P3-031,b'Updated BBTP corrupt test file to actually be corrupted.',1480228995,1,0,80,1
2775,22133,csc216-001-P3-031,b'Updated TaskListPane to update when saving the fields of an existing\nTask. Added and finished BBTP for Project 3. Generated JAVADOC!',1480228913,58,0,11154,58
2776,22134,csc216-001-P3-031,b'Fixed combobox in TaskEdit kept filling with same categories when\nselecting different tasks. Fixed file saving/opening issue in GUI. Fixed\nToDoList GUI to actually show dialog boxes for error messages.',1480225971,7,9,101,7
